Slide Number,Topic,Subject,Title,Category,Filename
73,Fixed-Width Integers and size_t,Fixed-Width Integers and size_t,Fixed-Width Integers and size_t,Section Divider,
74,Fixed-Width Integers and size_t,Fixed-Width Integers and size_t,What if `int` is a different size on a different machine?,Opening Question,
75,Fixed-Width Integers and size_t,Fixed-Width Integers and size_t,The problem: platform-dependent sizes,Connect,
76,Fixed-Width Integers and size_t,Fixed-Width Integers and size_t,Fixed-width types from `<cstdint>`,Connect,
77,Fixed-Width Integers and size_t,Fixed-Width Integers and size_t,Using fixed-width types,Demonstration,
78,Fixed-Width Integers and size_t,Fixed-Width Integers and size_t,When to use fixed-width types,Opening Question,
79,Fixed-Width Integers and size_t,Fixed-Width Integers and size_t,What is `size_t`?,Opening Question,
80,Fixed-Width Integers and size_t,Fixed-Width Integers and size_t,Using `size_t` for loop indexes,Demonstration,
81,Fixed-Width Integers and size_t,Fixed-Width Integers and size_t,Fast and least variants,Connect,
82,Fixed-Width Integers and size_t,Fixed-Width Integers and size_t,Summary,Summary,
83,Determining Variable Size,Determining Variable Size,Determining Variable Size,Section Divider,
84,Determining Variable Size,Determining Variable Size,How can you measure how much memory a variable uses?,Opening Question,
85,Determining Variable Size,Determining Variable Size,The `sizeof` operator,Connect,
86,Determining Variable Size,Determining Variable Size,Typical platform sizes,Connect,
87,Determining Variable Size,Determining Variable Size,Why sizes vary,Opening Question,
88,Determining Variable Size,Determining Variable Size,Printing all type sizes,Demonstration,
89,Determining Variable Size,Determining Variable Size,Printing All Type Sizes: Output,Demonstration,0201size_out.png
90,Determining Variable Size,Determining Variable Size,Summary,Summary,
91,Course Wrap-Up,,Key Takeaways,Summary,
92,Course Wrap-Up,,Next Time,Progression Map,
93,Appendix,,Appendix,Section Divider,
94,How the Compiler Works,How the Compiler Works,How the Compiler Works: Good Practices,Appendix - Good Practices,
95,How the Compiler Works,How the Compiler Works,How the Compiler Works: Common Mistakes,Appendix - Common Mistakes,
96,How the Compiler Works,How the Compiler Works,How the Compiler Works: More Examples,Appendix - More Examples,
97,How the Compiler Works,How the Compiler Works,How the Compiler Works: Practice Problems,Appendix - Practice,
98,How the Compiler Works,How the Compiler Works,How the Compiler Works: AI Search Terms,Appendix - AI Search Terms,
99,How the Compiler Works,How the Compiler Works,How the Compiler Works: Questions for Reflection,Appendix - Reflection,
100,The Symbol Table,The Symbol Table,The Symbol Table: Good Practices,Appendix - Good Practices,
101,The Symbol Table,The Symbol Table,The Symbol Table: Common Mistakes,Appendix - Common Mistakes,
102,The Symbol Table,The Symbol Table,The Symbol Table: More Examples,Appendix - More Examples,
103,The Symbol Table,The Symbol Table,The Symbol Table: Practice Problems,Appendix - Practice,
104,The Symbol Table,The Symbol Table,The Symbol Table: AI Search Terms,Appendix - AI Search Terms,
105,The Symbol Table,The Symbol Table,The Symbol Table: Questions for Reflection,Appendix - Reflection,
106,Data Type Conversion and Casting,Data Type Conversion and Casting,Data Type Conversion: Good Practices,Appendix - Good Practices,
107,Data Type Conversion and Casting,Data Type Conversion and Casting,Data Type Conversion: Common Mistakes,Appendix - Common Mistakes,
108,Data Type Conversion and Casting,Data Type Conversion and Casting,Data Type Conversion: More Examples,Appendix - More Examples,
109,Data Type Conversion and Casting,Data Type Conversion and Casting,Data Type Conversion: Practice Problems,Appendix - Practice,
110,Data Type Conversion and Casting,Data Type Conversion and Casting,Data Type Conversion: AI Search Terms,Appendix - AI Search Terms,
111,Data Type Conversion and Casting,Data Type Conversion and Casting,Data Type Conversion: Questions for Reflection,Appendix - Reflection,
112,Overflow and Underflow,Overflow and Underflow,Overflow and Underflow: Good Practices,Appendix - Good Practices,
113,Overflow and Underflow,Overflow and Underflow,Overflow and Underflow: Common Mistakes,Appendix - Common Mistakes,
114,Overflow and Underflow,Overflow and Underflow,Overflow and Underflow: More Examples,Appendix - More Examples,
115,Overflow and Underflow,Overflow and Underflow,Overflow and Underflow: Practice Problems,Appendix - Practice,
116,Overflow and Underflow,Overflow and Underflow,Overflow and Underflow: AI Search Terms,Appendix - AI Search Terms,
117,Overflow and Underflow,Overflow and Underflow,Overflow and Underflow: Questions for Reflection,Appendix - Reflection,
118,Signed vs Unsigned Variables,Signed vs Unsigned Variables,Signed vs Unsigned: Good Practices,Appendix - Good Practices,
119,Signed vs Unsigned Variables,Signed vs Unsigned Variables,Signed vs Unsigned: Common Mistakes,Appendix - Common Mistakes,
120,Signed vs Unsigned Variables,Signed vs Unsigned Variables,Signed vs Unsigned: More Examples,Appendix - More Examples,
121,Signed vs Unsigned Variables,Signed vs Unsigned Variables,Signed vs Unsigned: Practice Problems,Appendix - Practice,
122,Signed vs Unsigned Variables,Signed vs Unsigned Variables,Signed vs Unsigned: AI Search Terms,Appendix - AI Search Terms,
123,Signed vs Unsigned Variables,Signed vs Unsigned Variables,Signed vs Unsigned: Questions for Reflection,Appendix - Reflection,
124,Fixed-Width Integers and size_t,Fixed-Width Integers and size_t,Fixed-Width Integers: Good Practices,Appendix - Good Practices,
125,Fixed-Width Integers and size_t,Fixed-Width Integers and size_t,Fixed-Width Integers: Common Mistakes,Appendix - Common Mistakes,
126,Fixed-Width Integers and size_t,Fixed-Width Integers and size_t,Fixed-Width Integers: Practice Problems,Appendix - Practice,
127,Fixed-Width Integers and size_t,Fixed-Width Integers and size_t,Fixed-Width Integers: AI Search Terms,Appendix - AI Search Terms,
128,Fixed-Width Integers and size_t,Fixed-Width Integers and size_t,Fixed-Width Integers: Questions for Reflection,Appendix - Reflection,
129,Determining Variable Size,Determining Variable Size,Determining Variable Size: Good Practices,Appendix - Good Practices,
130,Determining Variable Size,Determining Variable Size,Determining Variable Size: Common Mistakes,Appendix - Common Mistakes,
131,Determining Variable Size,Determining Variable Size,Determining Variable Size: More Examples,Appendix - More Examples,
132,Determining Variable Size,Determining Variable Size,Determining Variable Size: Practice Problems,Appendix - Practice,
133,Determining Variable Size,Determining Variable Size,Determining Variable Size: AI Search Terms,Appendix - AI Search Terms,
134,Determining Variable Size,Determining Variable Size,Determining Variable Size: Questions for Reflection,Appendix - Reflection,
